country,latitude,longitude,sample date,nir,green,swir16,swir22,ndmi,mndwi,pet,total alkalinity,electrical conductance,dissolved reactive phosphorus,month,province,sample_year,pop_density_nn,distance_km_to_pd_cell,river_mouth,river_junction,river_mouthORjunction
South Africa,-27.356667,27.286389,2011-01-10,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,185.8,64.1,164.0,151.0,2011-01-31,Free State,2011,6.09281063079834,0.23239556080223847,0,0,0
South Africa,-27.01011111,26.69808333,2011-01-11,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,191.7,66.1,203.4,131.0,2011-01-31,Free State,2011,77.84971618652342,0.4661833456428153,0,0,0
South Africa,-25.73411,27.21422,2011-01-11,21914.0,17765.0,22170.5,17965.5,-0.005818371536481,-0.1103153835559837,182.5,8.0,34.04,56.0,2011-01-31,North West,2011,0.1630677580833435,0.5174356431402992,0,0,0
South Africa,-26.98472222,26.63227778,2011-01-11,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,192.0,128.0,196.7,158.0,2011-01-31,North West,2011,7.390571594238281,0.5299072961879943,0,0,0
South Africa,-27.398611,26.614722,2011-01-11,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,197.40001,71.6,190.6,127.0,2011-01-31,Free State,2011,216.4991912841797,0.4314840712709078,0,0,0
South Africa,-27.671111,27.236944,2011-01-11,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,192.1,75.096,275.7,71.0,2011-01-31,Free State,2011,687.4657592773438,0.06995830441613617,0,0,0
South Africa,-29.160278,26.573333,2011-01-11,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,199.1,120.27,177.3,10.0,2011-01-31,Free State,2011,1.5347414016723633,0.467301941779228,0,0,0
South Africa,-34.250556,20.9925,2011-01-11,12323.0,9019.0,13161.0,10800.5,-0.0328833778056818,-0.1867448151487818,140.2,26.8,304.5,12.0,2011-01-31,Western Cape,2011,4.32189416885376,0.4873315852034621,0,0,0
South Africa,-25.45963889,28.26430556,2011-01-11,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,182.8,132.0,489.0,82.0,2011-01-31,Gauteng,2011,32.18928909301758,0.47633643189700464,0,0,0
South Africa,-25.81048333,27.90955222,2011-01-12,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,164.1,131.0,584.0,10.0,2011-01-31,North West,2011,41.21499252319336,0.3195847443309199,0,0,0
South Africa,-27.273889,28.49,2011-01-12,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,164.3,49.114,136.6,32.0,2011-01-31,Free State,2011,32.02674865722656,0.47245456517560835,0,0,0
South Africa,-27.4275,28.525833,2011-01-12,16767.0,10794.0,18026.5,15340.5,-0.0361992900972881,-0.2509498447285778,163.6,62.326,163.9,45.0,2011-01-31,Free State,2011,4.307081699371338,0.30968905740286834,0,0,0
South Africa,-28.883333,27.89,2011-01-12,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331,164.2,117.44,271.7,10.0,2011-01-31,Free State,2011,654.0668334960938,0.5541763308929436,0,0,0
South Africa,-27.00222,28.76528,2011-01-13,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,161.6,63.848,190.9,62.0,2011-01-31,Mpumalanga,2011,0.0677461996674537,0.47755518514692324,0,0,0
South Africa,-27.02314,28.59389,2011-01-13,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,62.806,192.7,35.0,2011-01-31,Free State,2011,60.05280303955078,0.22131432446885924,0,0,0
South Africa,-30.534167,24.961944,2011-01-13,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446,205.0,100.962,142.6,80.0,2011-01-31,Northern Cape,2011,2.4769155979156494,0.42261729991254326,0,0,0
South Africa,-28.460833,21.248889,2011-01-13,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,102.898,353.0,51.0,2011-01-31,Northern Cape,2011,17.051801681518555,0.4563538445387803,0,0,0
South Africa,-29.658056,25.973333,2011-01-14,14001.0,10765.0,12520.0,10583.0,0.0558425398740618,-0.0753704101352799,186.90001,86.742,107.0,85.0,2011-01-31,Free State,2011,0.5174293518066406,0.5294294326261975,0,0,0
South Africa,-25.513889,31.224444,2011-01-17,14776.0,9116.5,12424.0,9895.0,0.0864705882352938,-0.1535479677816199,149.40001,63.165,155.5,11.0,2011-01-31,Mpumalanga,2011,7.25321865081787,0.364324913612657,0,0,0
South Africa,-26.861111,28.884722,2011-01-17,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,161.0,101.685,315.4,114.0,2011-01-31,Mpumalanga,2011,5.0490217208862305,0.2515546759790773,0,0,0
South Africa,-31.554722,29.245556,2011-01-17,19619.0,9449.0,13890.0,10042.0,0.1709689934047564,-0.1902823599982853,123.700005,58.2,197.2,12.0,2011-01-31,Eastern Cape,2011,7.480247497558594,0.09330536402632125,0,0,0
South Africa,-28.058889,30.373611,2011-01-17,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428,158.0,58.0,220.0,100.0,2011-01-31,KwaZulu-Natal,2011,16.181455612182617,0.5972034683087221,0,0,0
South Africa,-25.127778,27.628889,2011-01-18,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,169.3,131.0,415.0,163.0,2011-01-31,North West,2011,3.4738876819610596,0.22343853018284332,0,0,0
South Africa,-25.20639,27.558,2011-01-18,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,170.0,102.0,516.0,90.0,2011-01-31,North West,2011,6.692755699157715,0.38339570310403576,0,0,0
South Africa,-24.69514,27.40906,2011-01-18,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,172.90001,124.0,509.0,158.0,2011-01-31,Limpopo,2011,2.9507098197937007,0.25304733863162004,0,0,0
South Africa,-25.681111,31.783333,2011-01-18,13298.5,10809.0,10191.0,9261.0,0.1322931522595196,0.0294285714285712,149.2,53.322,247.7,10.0,2011-01-31,Mpumalanga,2011,26.763898849487305,0.33774911431517407,0,0,0
South Africa,-27.802778,28.768333,2011-01-18,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631,159.1,41.891,116.9,23.0,2011-01-31,Free State,2011,0.0823783203959465,0.2354623556232547,0,0,0
South Africa,-27.398611,26.614722,2011-01-18,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,191.90001,133.319,323.7,139.0,2011-01-31,Free State,2011,216.4991912841797,0.4314840712709078,0,0,0
South Africa,-31.104278,29.399722,2011-01-18,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,134.1,52.984,129.0,10.0,2011-01-31,Eastern Cape,2011,170.1284637451172,0.30550685359399804,0,0,0
South Africa,-31.396,29.2651,2011-01-18,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.1418992257410929,134.5,35.741,89.2,10.0,2011-01-31,Eastern Cape,2011,80.2138442993164,0.3658484976619722,0,0,0
South Africa,-33.38056,19.30167,2011-01-18,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419,194.3,32.968,174.3,41.0,2011-01-31,Western Cape,2011,61.27974319458008,0.15868158006223476,0,0,0
South Africa,-33.31388889,19.07472222,2011-01-18,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025,205.90001,30.257,208.2,23.0,2011-01-31,Western Cape,2011,1.7112607955932615,0.3154696699781249,0,0,0
South Africa,-27.495556,26.074722,2011-01-18,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816,194.2,176.0,458.0,91.0,2011-01-31,North West,2011,6.067789554595947,0.32388358525139704,0,0,0
South Africa,-24.39619444,27.08983333,2011-01-19,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,169.2,120.0,508.0,142.0,2011-01-31,Limpopo,2011,2.925306558609009,0.3622979627586242,0,0,0
South Africa,-26.970278,27.211111,2011-01-19,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,173.90001,63.9,202.4,101.0,2011-01-31,Free State,2011,0.2347282767295837,0.10903564877120783,0,0,0
South Africa,-26.880278,26.965,2011-01-19,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644,175.5,235.0,593.0,176.0,2011-01-31,North West,2011,6.288266181945801,0.3792610475764879,0,0,0
South Africa,-27.273889,28.49,2011-01-19,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,164.3,63.114,149.5,11.0,2011-01-31,Free State,2011,32.02674865722656,0.47245456517560835,0,0,0
South Africa,-27.3,28.586944,2011-01-19,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089,163.40001,59.091,150.3,16.0,2011-01-31,Free State,2011,0.0537864677608013,0.4230633904310503,0,0,0
South Africa,-27.044444,27.005,2011-01-19,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,178.7,83.5,225.2,102.0,2011-01-31,Free State,2011,8.480220794677734,0.28780082791421896,0,0,0
South Africa,-30.568333,29.422778,2011-01-19,16880.0,9196.5,12987.5,10366.5,0.1303256047543312,-0.1708889289578066,137.7,40.9,109.3,12.0,2011-01-31,KwaZulu-Natal,2011,7.801139831542968,0.4457006896866399,0,0,0
South Africa,-30.570833,29.150556,2011-01-19,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,138.90001,40.72,90.6,10.0,2011-01-31,KwaZulu-Natal,2011,2.226076364517212,0.23031919375938378,0,0,0
South Africa,-34.031944,22.053333,2011-01-19,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792,157.5,17.64,266.5,10.0,2011-01-31,Western Cape,2011,1.6410949230194092,0.2656059363915119,1,0,0
South Africa,-33.13083,18.86278,2011-01-19,15187.0,11456.5,14527.0,12799.0,0.0222117520360771,-0.1181711470741042,207.1,19.323,117.3,35.0,2011-01-31,Western Cape,2011,38.57248306274414,0.1987434270301845,0,0,0
South Africa,-33.7075,18.97444444,2011-01-19,14270.0,9913.0,13652.0,11469.5,0.0221330850225627,-0.1586675153829825,200.3,7.891,78.6,27.0,2011-01-31,Western Cape,2011,176.6675567626953,0.456331776291929,0,0,0
South Africa,-25.57877778,29.12747222,2011-01-19,13560.0,10076.0,16388.0,13014.0,-0.0944303459329501,-0.2385126964933485,161.6,58.232,231.7,10.0,2011-01-31,Mpumalanga,2011,9.111987113952637,0.10007048953415948,0,0,0
South Africa,-26.006389,29.253889,2011-01-20,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,152.0,77.092,367.0,14.0,2011-01-31,Mpumalanga,2011,0.3114607632160186,0.22322555287012052,0,0,0
South Africa,-27.02314,28.59389,2011-01-20,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,94.557,254.9,15.0,2011-01-31,Free State,2011,60.05280303955078,0.22131432446885924,0,0,0
South Africa,-30.679722,26.7125,2011-01-20,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,180.90001,73.862,158.9,10.0,2011-01-31,Eastern Cape,2011,108.02631378173828,0.12033870015027637,0,0,0
South Africa,-28.460833,21.248889,2011-01-20,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,85.7,259.1,29.0,2011-01-31,Northern Cape,2011,17.051801681518555,0.4563538445387803,0,0,0
South Africa,-30.77586667,29.03221667,2011-01-20,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,141.5,40.9,110.2,12.0,2011-01-31,Eastern Cape,2011,0.0,0.5648870893153273,0,0,0
South Africa,-24.925278,29.324444,2011-01-21,13185.0,9112.0,13904.5,11277.0,-0.0265601063142545,-0.2082201898637924,162.40001,85.636,381.0,59.0,2011-01-31,Limpopo,2011,0.2210811078548431,0.5685754254972565,0,1,1
South Africa,-28.460833,21.248889,2011-01-21,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673,244.7,81.0,243.2,43.0,2011-01-31,Northern Cape,2011,17.051801681518555,0.4563538445387803,0,0,0
South Africa,-24.679167,30.8025,2011-01-24,12245.0,9505.5,14908.5,13718.0,-0.0980904855727619,-0.2213074465470622,143.3,24.95,99.6,10.0,2011-01-31,Mpumalanga,2011,201.9093780517578,0.06252831592028411,0,0,0
South Africa,-25.99136,27.84208,2011-01-24,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346,161.1,90.9,324.2,32.0,2011-01-31,Gauteng,2011,48.92479705810546,0.45752973046803463,0,0,0
South Africa,-25.49037,30.6986,2011-01-24,10676.0,8325.0,8915.5,8274.0,0.0898603986422678,-0.034250746788086,144.7,36.957,124.5,10.0,2011-01-31,Mpumalanga,2011,24.52010536193848,0.48639664888895323,0,0,0
South Africa,-26.970278,27.211111,2011-01-24,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431,173.90001,76.24,287.3,96.0,2011-01-31,Free State,2011,0.2347282767295837,0.10903564877120783,0,0,0
South Africa,-27.671111,27.236944,2011-01-24,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,182.90001,47.184,142.9,129.0,2011-01-31,Free State,2011,687.4657592773438,0.06995830441613617,0,0,0
South Africa,-27.356667,27.286389,2011-01-24,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,182.40001,87.25,208.7,123.0,2011-01-31,Free State,2011,6.09281063079834,0.23239556080223847,0,0,0
South Africa,-27.01011111,26.69808333,2011-01-25,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,183.5,77.006,299.3,125.0,2011-01-31,Free State,2011,77.84971618652342,0.4661833456428153,0,0,0
South Africa,-26.98472222,26.63227778,2011-01-25,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,181.40001,153.0,410.0,158.0,2011-01-31,North West,2011,7.390571594238281,0.5299072961879943,0,0,0
South Africa,-27.398611,26.614722,2011-01-25,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081,191.90001,60.7,162.1,138.0,2011-01-31,Free State,2011,216.4991912841797,0.4314840712709078,0,0,0
South Africa,-33.818056,19.694722,2011-01-25,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,201.8,11.901,145.1,10.0,2011-01-31,Western Cape,2011,1.0002517700195312,0.3557465781126644,0,0,0
South Africa,-25.45963889,28.26430556,2011-01-25,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902,164.5,144.132,560.0,82.0,2011-01-31,Gauteng,2011,32.18928909301758,0.47633643189700464,0,0,0
South Africa,-33.897778,20.012778,2011-01-25,13871.0,9154.0,11520.0,9420.0,0.0925918632586346,-0.1144432620682978,196.1,99.926,1368.0,56.0,2011-01-31,Western Cape,2011,111.36771392822264,0.22083394691381056,0,0,0
South Africa,-25.81048333,27.90955222,2011-01-26,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668,164.1,110.0,652.0,10.0,2011-01-31,North West,2011,41.21499252319336,0.3195847443309199,0,0,0
South Africa,-34.065833,20.404167,2011-01-26,13535.0,8387.0,10165.0,8604.0,0.1421940928270036,-0.0958387235877528,179.3,68.815,758.0,10.0,2011-01-31,Western Cape,2011,1.1910614967346191,0.3444428522793028,0,0,0
South Africa,-24.058889,31.237222,2011-01-26,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645,154.6,70.928,306.4,15.0,2011-01-31,Limpopo,2011,1.3508319854736328,0.45902434959758026,0,0,0
South Africa,-26.648056,27.089444,2011-01-26,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518,170.90001,243.0,556.0,12.0,2011-01-31,North West,2011,0.2553991675376892,0.3752994468553524,0,0,0
South Africa,-26.880278,26.965,2011-01-26,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644,175.5,217.0,535.0,176.0,2011-01-31,North West,2011,6.288266181945801,0.3792610475764879,0,0,0
South Africa,-27.273889,28.49,2011-01-26,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174,164.3,56.863,140.9,29.0,2011-01-31,Free State,2011,32.02674865722656,0.47245456517560835,0,0,0
South Africa,-27.044444,27.005,2011-01-26,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807,178.7,82.651,220.5,96.0,2011-01-31,Free State,2011,8.480220794677734,0.28780082791421896,0,0,0
South Africa,-34.092222,21.295278,2011-01-26,14913.0,9525.0,13943.0,11317.0,0.0336151926808981,-0.1882563490710747,173.1,26.088,187.5,10.0,2011-01-31,Western Cape,2011,37.887104034423835,0.4528826672780083,0,0,0
South Africa,-27.02314,28.59389,2011-01-27,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,113.459,167.3,12.0,2011-01-31,Free State,2011,60.05280303955078,0.22131432446885924,0,0,0
South Africa,-26.73806,27.59194,2011-01-27,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,168.1,63.354,199.9,56.0,2011-01-31,Free State,2011,177.2780609130859,0.26251328893277437,0,0,0
South Africa,-26.861111,28.884722,2011-01-31,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,161.0,82.136,182.3,109.0,2011-01-31,Mpumalanga,2011,5.0490217208862305,0.2515546759790773,0,0,0
South Africa,-26.73806,27.59194,2011-01-31,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348,168.1,56.127,318.5,30.0,2011-01-31,Free State,2011,177.2780609130859,0.26251328893277437,0,0,0
South Africa,-25.127778,27.628889,2011-02-01,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,169.3,128.967,377.0,163.0,2011-01-31,North West,2011,3.4738876819610596,0.22343853018284332,0,0,0
South Africa,-24.69514,27.40906,2011-02-01,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,172.90001,125.275,491.0,158.0,2011-01-31,Limpopo,2011,2.9507098197937007,0.25304733863162004,0,0,0
South Africa,-27.363611,31.783333,2011-02-01,17894.5,9281.0,13078.0,9695.0,0.1555089192025178,-0.1698197593810091,154.40001,69.459,186.9,10.0,2011-01-31,KwaZulu-Natal,2011,7.0714521408081055,0.29776203136112006,0,0,0
South Africa,-27.802778,28.768333,2011-02-01,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631,159.1,43.422,116.9,13.0,2011-01-31,Free State,2011,0.0823783203959465,0.2354623556232547,0,0,0
South Africa,-29.160278,26.573333,2011-02-01,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,190.1,110.418,255.6,86.0,2011-01-31,Free State,2011,1.5347414016723633,0.467301941779228,0,0,0
South Africa,-34.329722,18.990278,2011-02-01,10864.0,8959.0,12654.0,11808.5,-0.0761119142784247,-0.1709619210660243,158.2,9.639,159.1,10.0,2011-01-31,Western Cape,2011,0.9181392192840576,0.3695553993730934,0,0,0
South Africa,-25.20639,27.558,2011-02-02,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,170.0,120.441,549.0,59.0,2011-02-28,North West,2011,6.692755699157715,0.38339570310403576,0,0,0
South Africa,-23.281,30.54305556,2011-02-03,17210.0,11879.5,18270.5,15619.5,-0.0298896576992995,-0.211973466003316,154.40001,179.566,377.0,10.0,2011-02-28,Limpopo,2011,0.6669839024543762,0.22168309751452525,0,0,0
South Africa,-28.801278,31.955389,2011-02-03,16685.5,9427.0,12127.0,9348.0,0.1582125813449018,-0.1252667718288942,150.2,267.057,1405.0,27.0,2011-02-28,KwaZulu-Natal,2011,5.694270133972168,0.4395411844215249,0,0,0
South Africa,-27.00222,28.76528,2011-02-03,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441,161.6,77.106,184.2,25.0,2011-02-28,Mpumalanga,2011,0.0677461996674537,0.47755518514692324,0,0,0
South Africa,-27.02314,28.59389,2011-02-03,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797,163.1,73.521,195.0,17.0,2011-02-28,Free State,2011,60.05280303955078,0.22131432446885924,0,0,0
South Africa,-27.3,28.586944,2011-02-03,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089,163.40001,79.329,175.8,18.0,2011-02-28,Free State,2011,0.0537864677608013,0.4230633904310503,0,0,0
South Africa,-30.679722,26.7125,2011-02-03,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475,180.90001,110.608,213.21,10.0,2011-02-28,Eastern Cape,2011,108.02631378173828,0.12033870015027637,0,0,0
